"Date","測站","測項","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","WeekDay","Month","meansValue"
2018-06-20,"松山","PM2.5",5,1,2,5,5,8,2,6,2,8,4,12,9,13,5,4,1,2,2,5,5,6,8,8,"Wednesday","June",5.33
2018-06-21,"松山","PM2.5",9,6,7,9,10,11,5,8,4,11,14,16,17,25,25,17,10,13,12,4,1,8,9,10,"Thursday","June",10.88
2018-06-22,"松山","PM2.5",4,9,3,5,1,5,3,7,11,17,24,18,21,21,18,13,10,13,11,11,8,9,12,10,"Friday","June",11
2018-06-23,"松山","PM2.5",12,8,10,11,4,3,8,17,21,15,16,14,18,20,21,17,12,13,14,8,7,1,1,2,"Saturday","June",11.38
2018-06-24,"松山","PM2.5",10,9,7,4,7,3,7,14,20,19,20,18,16,18,17,24,17,18,18,17,28,19,22,15,"Sunday","June",15.29
2018-06-25,"松山","PM2.5",19,12,15,12,19,15,17,10,14,21,23,25,729,20,29,36,37,41,31,32,20,26,27,24,"Monday","June",52.25
2018-06-26,"松山","PM2.5",16,13,11,15,16,20,17,17,22,26,28,25,20,22,21,31,25,27,25,25,19,11,8,4,"Tuesday","June",19.33
2018-06-27,"松山","PM2.5",8,9,12,6,4,6,10,14,19,17,13,11,22,20,22,17,26,24,23,20,15,11,6,4,"Wednesday","June",14.12
2018-06-28,"松山","PM2.5",5,5,15,16,12,6,10,11,14,16,22,23,25,24,29,24,27,24,27,21,20,14,18,22,"Thursday","June",17.92
2018-06-29,"松山","PM2.5",22,17,7,7,7,11,17,19,22,20,18,23,24,31,26,23,18,16,18,17,22,17,17,8,"Friday","June",17.79
