"Date","測站","測項","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","WeekDay","Month","meansValue"
2018-03-19,"大同","PM2.5",29,29,23,29,29,34,27,27,27,33,33,31,33,28,28,23,34,39,41,37,32,32,31,32,"Monday","March",30.88
2018-03-20,"大同","PM2.5",24,24,27,32,32,21,17,15,21,23,18,15,13,616,1,5,6,15,10,9,1,9,10,10,"Tuesday","March",40.58
2018-03-21,"大同","PM2.5",10,10,12,7,2,6,5,5,1,8,8,7,6,12,6,13,12,15,16,14,12,12,12,11,"Wednesday","March",9.25
2018-03-22,"大同","PM2.5",7,7,4,6,12,21,23,20,17,19,17,15,14,13,16,13,17,12,16,17,25,30,27,23,"Thursday","March",16.29
2018-03-24,"大同","PM2.5",18,23,25,26,22,26,23,29,29,31,29,23,21,22,22,23,27,33,35,34,32,28,26,29,"Saturday","March",26.5
2018-03-25,"大同","PM2.5",29,29,23,23,23,28,28,25,20,21,23,27,22,17,15,15,14,12,11,13,13,14,11,12,"Sunday","March",19.5
2018-03-26,"大同","PM2.5",12,13,14,9,10,7,12,15,19,23,34,40,47,40,40,31,22,9,11,20,38,39,40,32,"Monday","March",24.04
2018-03-27,"大同","PM2.5",29,24,22,23,19,13,13,17,23,25,32,29,29,23,27,27,28,25,23,24,25,23,22,21,"Tuesday","March",23.58
2018-03-28,"大同","PM2.5",25,17,17,15,17,20,16,19,14,23,16,18,10,17,19,24,26,26,21,15,7,9,12,10,"Wednesday","March",17.21
2018-03-29,"大同","PM2.5",8,5,8,5,12,10,14,9,18,19,16,11,11,10,3,2,6,10,7,15,12,17,6,11,"Thursday","March",10.21
2018-03-30,"大同","PM2.5",11,11,5,3,2,8,11,14,12,10,12,16,15,16,18,18,16,9,11,14,20,19,14,12,"Friday","March",12.38
2018-03-31,"大同","PM2.5",13,15,18,13,17,13,17,14,16,12,14,16,21,17,16,20,23,30,31,33,32,29,29,23,"Saturday","March",20.08
2018-04-01,"大同","PM2.5",22,22,20,22,23,27,29,26,26,26,23,21,22,25,26,23,23,23,26,23,30,23,23,18,"Sunday","April",23.83
2018-04-02,"大同","PM2.5",18,19,19,19,16,11,12,17,25,29,34,39,40,44,45,45,46,50,48,42,32,25,23,24,"Monday","April",30.08
2018-04-03,"大同","PM2.5",29,25,28,23,22,13,17,19,26,23,26,28,40,655,655,28,30,20,32,28,25,22,18,18,"Tuesday","April",77.08
2018-04-04,"大同","PM2.5",17,18,21,19,17,16,18,19,21,21,27,27,32,30,31,34,40,42,40,34,29,26,26,26,"Wednesday","April",26.29
2018-04-05,"大同","PM2.5",20,14,12,17,20,17,19,22,25,21,18,29,33,42,38,29,23,23,32,29,29,25,28,27,"Thursday","April",24.67
2018-04-06,"大同","PM2.5",25,18,17,16,18,20,25,26,29,32,29,16,8,6,13,7,9,8,11,18,23,30,29,25,"Friday","April",19.08
2018-04-07,"大同","PM2.5",28,23,27,21,22,23,31,36,36,39,42,46,42,39,31,24,17,17,19,18,23,18,19,17,"Saturday","April",27.42
2018-04-08,"大同","PM2.5",23,29,24,24,17,24,21,25,18,17,23,17,23,19,25,20,17,16,23,27,23,23,21,25,"Sunday","April",21.83
2018-04-09,"大同","PM2.5",20,16,17,12,11,12,17,14,17,20,30,25,23,23,16,15,13,17,23,21,19,15,13,14,"Monday","April",17.62
2018-04-10,"大同","PM2.5",14,16,16,19,14,10,8,21,23,23,19,23,29,35,39,34,25,24,27,30,29,27,25,18,"Tuesday","April",22.83
2018-04-11,"大同","PM2.5",13,14,16,66,87,83,39,18,31,44,46,54,43,48,43,41,37,31,26,26,26,27,27,32,"Wednesday","April",38.25
2018-04-12,"大同","PM2.5",40,37,31,29,30,31,31,35,51,63,71,60,53,48,63,57,61,44,50,50,15,22,29,37,"Thursday","April",43.25
2018-04-13,"大同","PM2.5",35,23,22,22,29,22,23,21,29,33,45,52,56,47,47,19,29,35,41,40,32,24,22,21,"Friday","April",32.04
2018-04-14,"大同","PM2.5",23,17,15,16,15,17,13,17,13,17,16,25,25,32,17,18,22,24,17,19,17,18,18,22,"Saturday","April",18.88
2018-04-15,"大同","PM2.5",18,17,9,6,6,3,6,7,7,6,2,8,10,17,20,25,27,27,26,33,38,40,39,40,"Sunday","April",18.21
2018-04-16,"大同","PM2.5",35,30,20,14,7,5,5,5,12,16,15,16,14,17,11,6,11,17,21,12,12,7,18,16,"Monday","April",14.25
2018-04-17,"大同","PM2.5",19,14,12,10,12,14,15,14,15,12,16,10,17,8,19,21,20,19,18,27,22,23,20,23,"Tuesday","April",16.67
2018-04-18,"大同","PM2.5",13,21,14,19,12,13,16,16,18,18,15,20,17,22,17,19,12,15,12,19,20,17,16,19,"Wednesday","April",16.67
2018-04-19,"大同","PM2.5",19,17,15,17,16,13,22,17,23,17,23,671,12,12,10,17,18,13,20,13,23,14,15,12,"Thursday","April",43.71
2018-04-20,"大同","PM2.5",12,18,16,14,12,12,16,10,12,9,18,19,21,18,20,21,23,17,21,17,23,23,28,22,"Friday","April",17.58
2018-04-21,"大同","PM2.5",20,18,21,16,8,15,16,21,15,19,24,30,33,34,44,55,60,57,51,38,34,31,33,26,"Saturday","April",29.96
2018-04-22,"大同","PM2.5",17,13,15,23,28,23,19,19,19,26,29,40,34,37,29,30,21,20,19,23,25,22,20,21,"Sunday","April",23.83
2018-04-23,"大同","PM2.5",15,17,11,13,8,11,13,17,11,17,23,25,23,9,18,17,29,20,23,18,17,16,21,21,"Monday","April",17.21
2018-04-24,"大同","PM2.5",15,8,6,11,12,13,15,14,15,21,23,25,13,6,1,2,2,4,7,13,12,16,10,12,"Tuesday","April",11.5
2018-04-25,"大同","PM2.5",12,20,18,17,10,12,13,22,19,21,14,17,16,16,23,24,25,23,27,25,29,31,27,25,"Wednesday","April",20.25
2018-04-26,"大同","PM2.5",22,29,28,25,19,15,10,13,13,13,12,15,17,11,12,17,20,11,16,12,15,12,12,22,"Thursday","April",16.29
2018-04-27,"大同","PM2.5",17,20,11,18,18,22,21,17,22,25,38,37,35,29,31,28,26,17,19,17,23,20,23,27,"Friday","April",23.38
2018-04-28,"大同","PM2.5",25,24,17,23,20,24,22,24,23,21,23,33,31,29,21,23,21,19,20,23,28,27,24,15,"Saturday","April",23.33
2018-04-29,"大同","PM2.5",17,17,24,17,14,16,19,19,12,25,36,48,51,45,45,36,45,45,52,53,57,51,51,44,"Sunday","April",34.96
2018-04-30,"大同","PM2.5",40,27,19,19,17,14,10,14,20,23,30,34,38,39,42,34,27,20,26,32,33,40,35,39,"Monday","April",28
2018-05-01,"大同","PM2.5",32,30,19,16,17,17,19,14,14,25,33,46,34,655,34,29,27,21,22,29,34,39,35,35,"Tuesday","May",53.17
2018-05-02,"大同","PM2.5",29,25,20,19,23,23,26,21,25,23,30,31,34,14,12,27,25,29,20,27,22,23,19,21,"Wednesday","May",23.67
2018-05-03,"大同","PM2.5",14,23,30,44,38,38,29,32,25,27,26,27,26,22,23,25,35,36,36,23,17,14,17,17,"Thursday","May",26.83
2018-05-04,"大同","PM2.5",14,12,12,15,16,10,12,6,8,2,6,622,5,8,13,17,15,9,7,8,12,17,22,14,"Friday","May",36.75
2018-05-05,"大同","PM2.5",8,6,6,5,3,6,15,17,20,18,16,19,23,24,31,27,34,29,35,35,28,17,12,13,"Saturday","May",18.62
2018-05-06,"大同","PM2.5",22,17,18,6,9,6,13,9,16,18,28,30,38,31,28,20,21,25,17,20,12,19,18,19,"Sunday","May",19.17
2018-05-07,"大同","PM2.5",14,12,14,15,13,13,17,14,13,12,22,24,30,25,23,22,25,23,20,22,19,19,15,16,"Monday","May",18.42
2018-05-08,"大同","PM2.5",17,13,12,6,3,1,1,5,3,4,1,7,13,13,11,4,2,5,10,7,13,12,19,17,"Tuesday","May",8.29
2018-05-09,"大同","PM2.5",21,18,14,12,6,8,12,23,17,10,6,14,16,16,10,12,5,7,9,11,9,6,13,11,"Wednesday","May",11.92
2018-05-10,"大同","PM2.5",13,8,11,10,8,7,8,12,14,11,13,12,11,6,9,13,18,17,16,17,17,16,7,10,"Thursday","May",11.83
2018-05-11,"大同","PM2.5",9,15,6,10,9,14,14,14,13,14,13,11,13,12,16,12,10,11,18,17,20,16,19,17,"Friday","May",13.46
2018-05-12,"大同","PM2.5",17,23,18,14,10,18,18,23,21,38,37,39,23,17,16,23,34,34,30,26,22,27,29,34,"Saturday","May",24.62
2018-05-13,"大同","PM2.5",30,21,21,17,16,10,13,26,30,37,39,44,38,38,27,28,26,29,29,25,25,25,27,27,"Sunday","May",27
2018-05-14,"大同","PM2.5",22,18,21,17,17,15,18,19,24,28,37,40,40,36,32,32,31,29,29,26,29,23,23,26,"Monday","May",26.33
2018-05-15,"大同","PM2.5",26,21,18,27,29,29,25,30,32,40,44,41,40,39,37,29,27,29,24,19,24,28,36,35,"Tuesday","May",30.38
2018-05-16,"大同","PM2.5",34,27,24,25,20,12,13,16,17,28,34,40,29,28,25,19,15,15,20,18,17,13,12,17,"Wednesday","May",21.58
2018-05-17,"大同","PM2.5",20,26,18,16,11,17,14,13,12,21,28,26,23,13,658,6,8,12,20,13,12,9,18,23,"Thursday","May",43.21
2018-05-18,"大同","PM2.5",21,12,7,13,17,14,12,12,22,24,29,25,28,24,29,26,28,26,29,21,22,21,26,22,"Friday","May",21.25
2018-05-19,"大同","PM2.5",21,21,26,27,23,23,29,29,29,25,35,38,31,26,27,27,26,17,15,21,23,26,20,23,"Saturday","May",25.33
2018-05-20,"大同","PM2.5",25,22,26,29,29,26,25,29,35,36,35,29,20,23,19,27,17,14,12,18,20,18,17,20,"Sunday","May",23.79
2018-05-21,"大同","PM2.5",20,16,20,14,18,12,14,11,6,10,18,23,25,19,25,24,20,17,15,15,12,12,16,16,"Monday","May",16.58
2018-05-22,"大同","PM2.5",23,22,25,24,23,24,23,31,39,39,39,34,33,27,19,19,31,38,39,32,28,26,26,28,"Tuesday","May",28.83
2018-05-23,"大同","PM2.5",24,22,12,22,23,32,25,24,25,26,22,23,18,21,19,15,18,14,18,17,22,21,20,14,"Wednesday","May",20.71
2018-05-24,"大同","PM2.5",17,12,17,12,13,9,8,18,19,25,19,22,23,22,26,21,20,17,21,18,14,10,21,26,"Thursday","May",17.92
2018-05-25,"大同","PM2.5",25,23,18,23,18,18,20,26,29,33,36,37,38,32,30,29,29,29,25,23,24,17,18,14,"Friday","May",25.58
2018-05-26,"大同","PM2.5",23,21,20,16,16,11,13,7,8,12,15,22,19,19,16,14,18,22,19,23,17,26,18,23,"Saturday","May",17.42
2018-05-27,"大同","PM2.5",17,17,16,14,12,6,8,12,18,17,19,14,15,18,23,27,25,27,23,20,17,18,19,23,"Sunday","May",17.71
2018-05-28,"大同","PM2.5",16,19,17,18,17,16,16,17,25,27,656,14,9,12,25,27,22,22,29,31,25,20,25,26,"Monday","May",47.12
2018-05-29,"大同","PM2.5",26,25,19,15,16,21,21,22,23,24,28,32,36,34,29,31,33,29,23,18,23,25,22,17,"Tuesday","May",24.67
2018-05-30,"大同","PM2.5",9,11,8,5,10,12,23,20,28,36,31,36,23,32,25,23,20,21,27,23,19,12,23,18,"Wednesday","May",20.62
2018-05-31,"大同","PM2.5",18,9,12,18,15,12,11,17,25,23,23,24,31,27,23,17,23,17,17,13,17,19,19,12,"Thursday","May",18.42
2018-06-01,"大同","PM2.5",12,6,16,9,12,8,10,9,4,5,4,5,4,2,8,12,17,16,17,12,13,8,11,9,"Friday","June",9.54
2018-06-02,"大同","PM2.5",15,14,13,12,20,20,21,13,16,19,19,17,10,17,20,29,28,32,30,29,21,13,11,12,"Saturday","June",18.79
2018-06-03,"大同","PM2.5",16,16,17,18,20,17,9,11,12,18,22,25,20,12,13,16,22,13,15,14,14,11,11,15,"Sunday","June",15.71
2018-06-04,"大同","PM2.5",19,17,14,14,16,16,10,15,15,23,17,25,29,34,28,21,25,25,27,19,21,18,17,17,"Monday","June",20.08
2018-06-05,"大同","PM2.5",15,14,12,11,11,7,6,10,17,24,29,27,25,22,24,22,23,18,13,12,11,13,13,13,"Tuesday","June",16.33
2018-06-06,"大同","PM2.5",10,7,5,6,1,5,11,12,15,17,27,24,23,23,23,29,26,31,28,30,24,15,16,16,"Wednesday","June",17.67
2018-06-07,"大同","PM2.5",27,16,17,15,15,13,10,13,15,14,19,15,18,9,13,4,13,13,21,17,19,17,12,5,"Thursday","June",14.58
2018-06-08,"大同","PM2.5",6,8,16,12,12,5,5,4,2,1,4,7,17,15,19,12,12,15,17,19,12,16,12,16,"Friday","June",11
2018-06-09,"大同","PM2.5",15,18,19,23,22,18,14,10,20,16,15,11,12,20,19,13,16,11,17,9,11,6,7,11,"Saturday","June",14.71
2018-06-10,"大同","PM2.5",9,7,6,10,9,4,6,8,12,15,18,23,23,22,22,14,13,12,18,21,17,12,11,14,"Sunday","June",13.58
2018-06-11,"大同","PM2.5",11,15,13,11,7,10,15,12,8,9,9,8,11,10,16,17,28,28,26,25,23,33,34,42,"Monday","June",17.54
2018-06-12,"大同","PM2.5",29,27,20,23,26,32,34,30,23,23,18,20,22,24,677,21,18,23,28,34,33,30,34,26,"Tuesday","June",53.12
2018-06-13,"大同","PM2.5",25,18,28,23,25,24,35,34,36,32,29,29,32,33,16,15,20,14,12,9,12,10,9,7,"Wednesday","June",21.96
2018-06-14,"大同","PM2.5",5,8,6,7,6,7,10,13,12,14,10,8,8,7,7,1,2,6,13,8,11,13,13,7,"Thursday","June",8.42
2018-06-15,"大同","PM2.5",1,2,5,1,3,1,9,9,13,6,9,8,13,12,12,7,8,7,12,17,18,16,14,15,"Friday","June",9.08
2018-06-16,"大同","PM2.5",13,7,9,15,12,12,7,14,17,18,19,18,19,19,18,18,19,17,19,19,22,18,17,20,"Saturday","June",16.08
2018-06-17,"大同","PM2.5",23,23,18,16,9,12,15,15,17,11,17,15,14,13,12,12,6,8,13,14,15,16,22,15,"Sunday","June",14.62
2018-06-18,"大同","PM2.5",13,10,12,10,10,5,9,8,18,17,17,12,12,12,15,10,15,10,18,12,12,10,10,10,"Monday","June",11.96
