"Date","測站","測項","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","WeekDay","Month","meansValue"
2018-06-06,"士林","PM2.5",20,20,19,12,9,1,10,9,24,15,29,27,39,20,8,7,22,32,29,24,21,17,14,18,"Wednesday","June",18.58
2018-06-07,"士林","PM2.5",18,11,12,6,17,11,17,12,17,11,12,13,13,15,3,10,10,23,20,22,24,23,21,11,"Thursday","June",14.67
2018-06-09,"士林","PM2.5",5,4,4,1,8,7,11,6,11,10,8,20,16,23,10,21,14,10,6,8,18,10,9,13,"Saturday","June",10.54
2018-06-10,"士林","PM2.5",13,18,16,16,16,1,9,9,12,14,16,20,25,20,25,22,17,12,12,13,17,9,16,21,"Sunday","June",15.38
2018-06-11,"士林","PM2.5",21,19,3,17,9,15,3,3,8,4,10,4,9,700,4,7,13,22,23,20,29,31,33,34,"Monday","June",43.38
2018-06-12,"士林","PM2.5",31,41,35,34,25,22,15,15,21,36,29,29,10,16,23,47,48,38,23,31,26,30,20,25,"Tuesday","June",27.92
2018-06-13,"士林","PM2.5",28,27,31,29,37,33,23,33,29,30,30,27,50,25,35,20,24,20,16,12,14,9,10,5,"Wednesday","June",24.88
2018-06-14,"士林","PM2.5",3,10,4,10,6,7,1,5,4,5,1,5,11,6,12,18,18,8,8,8,19,20,20,17,"Thursday","June",9.42
2018-06-15,"士林","PM2.5",6,11,3,1,2,1,6,1,9,12,10,9,1,1,1,1,7,2,14,8,10,6,12,16,"Friday","June",6.25
2018-06-16,"士林","PM2.5",14,11,12,15,9,6,8,17,17,8,12,11,13,5,10,24,20,23,17,16,19,15,22,16,"Saturday","June",14.17
2018-06-17,"士林","PM2.5",8,8,9,9,10,2,3,3,6,9,5,16,27,23,13,1,8,8,19,9,15,17,17,19,"Sunday","June",11
2018-06-18,"士林","PM2.5",13,18,15,26,21,23,5,16,6,6,5,7,20,10,17,4,4,3,5,14,8,12,14,10,"Monday","June",11.75
2018-06-19,"士林","PM2.5",8,6,6,10,5,11,8,10,14,10,11,6,5,5,1,3,6,6,9,1,4,7,6,13,"Tuesday","June",7.12
2018-06-20,"士林","PM2.5",12,12,10,7,7,6,1,7,3,6,11,8,13,2,13,12,18,13,11,15,9,6,5,10,"Wednesday","June",9.04
2018-06-21,"士林","PM2.5",17,12,12,12,13,9,18,12,17,1,9,13,21,20,24,13,18,12,19,10,8,1,7,9,"Thursday","June",12.79
2018-06-22,"士林","PM2.5",16,9,3,1,7,5,5,1,6,9,7,8,15,25,19,14,7,8,5,6,10,16,7,8,"Friday","June",9.04
2018-06-23,"士林","PM2.5",12,12,14,4,12,7,8,5,12,18,15,19,20,29,22,16,13,7,10,8,7,4,5,14,"Saturday","June",12.21
2018-06-24,"士林","PM2.5",22,15,14,4,8,12,17,22,16,20,12,23,23,23,19,13,19,13,7,13,6,12,2,8,"Sunday","June",14.29
2018-06-25,"士林","PM2.5",3,10,10,12,3,1,1,8,15,31,737,22,32,19,33,20,22,16,15,34,30,46,31,35,"Monday","June",49.42
2018-06-26,"士林","PM2.5",25,23,19,16,22,22,17,6,7,14,31,33,31,35,33,42,28,33,27,31,24,21,7,7,"Tuesday","June",23.08
2018-06-27,"士林","PM2.5",4,9,6,7,7,7,16,16,17,13,24,24,19,12,15,10,17,11,17,15,15,20,6,13,"Wednesday","June",13.33
2018-06-28,"士林","PM2.5",9,11,4,5,9,15,13,7,6,18,31,31,26,20,27,16,13,14,14,23,21,25,13,14,"Thursday","June",16.04
2018-06-29,"士林","PM2.5",16,21,18,14,8,10,13,34,26,23,11,13,18,16,25,23,26,22,27,27,26,13,5,2,"Friday","June",18.21
2018-06-30,"士林","PM2.5",7,16,11,7,5,9,24,22,32,26,23,17,11,15,17,25,24,21,25,32,34,30,21,15,"Saturday","June",19.54
2018-07-01,"士林","PM2.5",13,12,7,12,22,26,26,18,24,14,15,17,19,23,17,19,16,15,12,14,12,19,15,16,"Sunday","July",16.79
2018-07-02,"士林","PM2.5",14,15,10,13,3,14,13,15,10,2,3,1,11,7,10,6,16,19,13,20,15,25,11,20,"Monday","July",11.92
